,text,label
38999,trying so hard not sleeeep real positive,4
39000,really like buy couldnt was really nice,4
39001,now have,4
39002,welcoming soooper,4
39003,ll never forget grindin,4
39004,relax do not get,4
39005,just finished painting mural not wait done,4
39006,mrsocial,4
39007,goody just have fi,4
39008,really interpret do th,4
39009,ugh now have offered quot next,4
39010,so sleeepyy finally had get done is done good,4
39011,here more have maggi,4
39012,deserve work ver,4
39013,am going have tell go get,4
39014,hansonmusic nice is set so nice very,4
39015,up bright looking forward sorting run,4
39016,finally just created wordpress already blog seattle,4
39017,are,4
39018,finally getting see,4
39019,acting did wonderfully great ep be fate worse,4
39020,fast,4
39021,love stress last was directed wonderful not amazing,4
39022,kennethreitz,4
39023,is wrong always have oatmeal,4
39024,turkish ek sure,4
39025,bombarding ho old was onw,4
39026,is new unicorn,4
39027,aniita finally discovered welcome is so,4
39028,there not much,4
39029,maikeru np mean worked never be always,4
39030,great hear very glad doing,4
39031,new has been featured,4
39032,going bed very blessed,4
39033,gh,4
39034,going training thank is coming,4
39035,let know need,4
39036,baked,4
39037,goldenfish got,4
39038,yesss chris are going know means is moving temporarily,4
39039,going subway happy,4
39040,molly re really funny,4
39041,watched,4
39042,visited blog not see noticeable yet get stuff done,4
39043,seek set free powerful harder seems definitely,4
39044,has is just want get done prefer quiet,4
39045,have safe,4
39046,thank hope not going suck lol am aware sounds soooo,4
39047,everyday tho now read read,4
39048,normgregory huge big trying wrap is so creepily accurate take,4
39049,not,4
39050,says suggest ng ng oh mey kming lalaki,4
39051,help now just need,4
39052,know apologize,4
39053,first see upload,4
39054,great freelancing clean coming national is good,4
39055,do list clean make,4
39056,swing,4
39057,black aiden check com,4
39058,is maybe tweet more en,4
39059,participated,4
39060,help make safe go http www,4
39061,efng quot now only had,4
39062,know tell ive found,4
39063,watching then sleeep,4
39064,working burned,4
39065,is coolest jonanthan sitting here deciding re going change big not required,4
39066,not sure have be nice have,4
39067,spelling,4
39068,mileycyrus agree be counted little nap tight,4
39069,actually had pass ll be taking few probably till am ish,4
39070,all good,4
39071,is going origin,4
39072,did ve feel good were young now learning killing,4
39073,casual love be,4
39074,just curious did suddenly jump then become so active fast,4
39075,be much better got rid,4
39076,more fever getting,4
39077,re really high,4
39078,eat bacon naman interesting,4
39079,so glad be back so glad have short,4
39080,listening chris,4
39081,feel grown ish getting ring beautiful shiny,4
39082,dash again is happens sleep have,4
39083,go,4
39084,drbaher tick actually quite already enjoy least crossed,4
39085,just arrived,4
39086,roundsparrow awesome was great am away seeing now second,4
39087,give try still be here,4
39088,ll help come,4
39089,urbanpinkpixie true is good,4
39090,is not given forename quot make so cool,4
39091,veronica good ur go,4
39092,supposedly be get same rich,4
39093,be nice tafe,4
39094,please email not seem get mr work still,4
39095,peterdeetm twittin liiiittle,4
39096,still,4
39097,add,4
39098,blondilucious exactly too funny just,4
39099,ahh yes keep good is considered,4
39100,testing rocks,4
39101,najoo too hone,4
39102,playin good stayin late enjoying,4
39103,believe not well deserved th april save,4
39104,does have,4
39105,im first,4
39106,quote am adding collect,4
39107,re definitely still,4
39108,sleepy,4
39109,was cold,4
39110,reading possibly going get,4
39111,only excited is so lucky have so freaking lucky,4
39112,not agre,4
39113,are red,4
39114,lovely evening long productive now sleep,4
39115,samandfuzzy noticed made sad were tweeting,4
39116,maybe idk still think is weird,4
39117,boredd,4
39118,ncvbxfgf jogabenita,4
39119,just gentle,4
39120,left is causing most considering,4
39121,other besterz,4
39122,woop then then sleep be,4
39123,well right now getting ready,4
39124,attending psfk is approx attending is rea,4
39125,hehehe relate sloppy,4
39126,was beautiful madam give,4
39127,real nd not ya average,4
39128,luvdamall bleeding definitely means,4
39129,are not ment specific telling got ta be open do not matte,4
39130,tuesday till long,4
39131,need tweetbook is read,4
39132,greening need get back,4
39133,done got ta do over again,4
39134,armada want,4
39135,terryfree unfortunately did have got,4
39136,elementsofjazz good had rough physically not well hanging,4
39137,awesome guys,4
39138,totally need be too much,4
39139,lov,4
39140,is writing new so sleepy,4
39141,ok now am really going,4
39142,live has come got live back,4
39143,hey check new learn,4
39144,sounds real hous,4
39145,better believe do not panic there st,4
39146,was worth staying late sushi disney,4
39147,headed bed soon maybe miss west,4
39148,ellie lol think is impossible unfortunately wish having nice deep many,4
39149,then work going visit musical looking forward,4
39150,has new happy,4
39151,so just started just seeing,4
39152,oh punch im,4
39153,watching,4
39154,was rea,4
39155,have buy,4
39156,was enjoying beautiful warm,4
39157,dear cleaning please come so wake pretty,4
39158,was good love good wonder is gunna,4
39159,is eating frozen fill taste amazing got,4
39160,re re,4
39161,ah not think nicer be,4
39162,hugs be sorry helps talk get go right ahead do not think is whini,4
39163,saw got,4
39164,cant tell,4
39165,done,4
39166,get stonded watch again,4
39167,yeah yw means,4
39168,re growing have done go green is only,4
39169,have try greek uh well,4
39170,having pleasant hurting lol,4
39171,are,4
39172,sleepy,4
39173,am going soon,4
39174,hnnhhh am do not use just quot is,4
39175,new jealous,4
39176,nicnina www,4
39177,even be rd am excited,4
39178,be sleeping making awesome,4
39179,watching,4
39180,joined twitter make happy loving is too communicate,4
39181,very awesome nazi,4
39182,eivindj wish told,4
39183,good won squeaky clean dream,4
39184,hey shem just watched was,4
39185,herbal so good,4
39186,melaniemerkosky link blog made sign,4
39187,works,4
39188,edlectronic love so,4
39189,is,4
39190,nicolerichie remember was awesome,4
39191,good beautiful,4
39192,still tryna had hold,4
39193,finally going bed,4
39194,wants go see matthew broderick seriously,4
39195,not wait,4
39196,vivalanina check long,4
39197,koriannespeaks is,4
39198,good do have does,4
39199,good everyonee jared never chat,4
39200,changing bhs sl,4
39201,deciding call wake early get just go going,4
39202,last fm is free be,4
39203,is learning tango,4
39204,cnt get get frm just remember ur,4
39205,physical,4
39206,love be,4
39207,go away booo doesnt wasnt was,4
39208,cataxrevolt nice being clean is accuse thinking,4
39209,been accepted accepted being new bazbiz am honored,4
39210,learned painful have,4
39211,better then thought sleep now,4
39212,hope doing better best get well,4
39213,had,4
39214,korey,4
39215,dr says is fine,4
39216,makes feel does not stretched handwrote,4
39217,installing intending finish,4
39218,jump washing away bad stepping positive,4
39219,nicolerichie remember was awesome,4
39220,thebigfelafel just saw,4
39221,have soo much do not want torture tweetin old,4
39222,made happy,4
39223,is moffitt ate kuya ate so much studying,4
39224,forgot twitter was done was too excited,4
39225,realchrissystar,4
39226,not be easter was not rain have,4
39227,cheer,4
39228,baited hope not maintain shooting,4
39229,getting ready feel fresher,4
39230,ll more likely be up because have sleep right now just made fresh,4
39231,following ll try best entertain,4
39232,really awesome just downloaded,4
39233,miss kutner so much still sad did,4
39234,is addictive very,4
39235,bought mediatemple mt,4
39236,hookitupppp so much,4
39237,get present,4
39238,find,4
39239,masterballerina here better thought prob,4
39240,long ill tell have more,4
39241,rachel new well hope have good even is just,4
39242,love re smell feel so good,4
39243,is,4
39244,did not find much just did not look enough musical is elton listening,4
39245,felt fricken definitely won luv,4
39246,ll be is not big there well so now finally have more hit,4
39247,got,4
39248,woohoo now play opening else,4
39249,so true housie hope,4
39250,are sooo beautiful,4
39251,so sunny happy,4
